topFinGrpNo,dcls_month,fin_co_no,fin_prdt_cd,intr_rate_type,intr_rate_type_nm,save_trm,intr_rate,intr_rate2
030300,202410,0011551,240001,M,복리,12,3.55,3.55
030300,202410,0011551,240001,M,복리,24,2.95,2.95
030300,202410,0011551,240001,M,복리,36,2.9,2.9
030300,202410,0011551,240008,S,단리,1,1.0,1.0
030300,202410,0011551,240008,S,단리,3,3.3,3.3
030300,202410,0011551,240008,S,단리,6,3.4,3.4
030300,202410,0011551,240008,S,단리,12,3.55,3.55
030300,202410,0011551,240008,S,단리,24,2.95,2.95
030300,202410,0011551,240008,S,단리,36,2.9,2.9
030300,202410,0011551,240008,M,복리,1,1.0,1.0
030300,202410,0011551,240008,M,복리,3,3.3,3.3
030300,202410,0011551,240008,M,복리,6,3.4,3.4
030300,202410,0011551,240008,M,복리,12,3.55,3.55
030300,202410,0011551,240008,M,복리,24,2.95,2.95
030300,202410,0011551,240008,M,복리,36,2.9,2.9
030300,202410,0011551,240017,S,단리,36,2.9,2.9
030300,202410,0011551,240017,M,복리,36,2.9,2.9
030300,202410,0011551,240019,S,단리,36,2.9,2.9
030300,202410,0011551,240019,M,복리,36,2.9,2.9
030300,202410,0011551,240030,S,단리,12,3.65,3.65
030300,202410,0011551,240030,M,복리,12,3.65,3.65
030300,202410,0011551,240031,S,단리,12,3.65,3.65
030300,202410,0011551,240031,M,복리,12,3.65,3.65
030300,202410,0011551,240038,S,단리,6,3.85,3.85
030300,202410,0011551,240038,M,복리,6,3.85,3.85
030300,202410,0011551,240039,S,단리,6,3.85,3.85
030300,202410,0011551,240039,M,복리,6,3.85,3.85
030300,202410,0011767,JT3320124,S,단리,1,1.85,1.95
030300,202410,0011767,JT3320124,S,단리,3,1.85,1.95
030300,202410,0011767,JT3320124,S,단리,6,3.9,4.0
030300,202410,0011767,JT3320124,S,단리,12,3.7,3.8
030300,202410,0011767,JT3320124,S,단리,24,2.25,2.35
030300,202410,0011767,JT3320124,S,단리,36,2.25,2.35
030300,202410,0011767,JT3320124,M,복리,1,1.85,1.95
030300,202410,0011767,JT3320124,M,복리,3,1.85,1.95
030300,202410,0011767,JT3320124,M,복리,6,3.9,4.0
030300,202410,0011767,JT3320124,M,복리,12,3.7,3.8
030300,202410,0011767,JT3320124,M,복리,24,2.25,2.35
030300,202410,0011767,JT3320124,M,복리,36,2.25,2.35
030300,202410,0011767,JT3320125,S,단리,1,1.85,1.85
030300,202410,0011767,JT3320125,S,단리,3,1.85,1.85
030300,202410,0011767,JT3320125,S,단리,6,3.95,3.95
030300,202410,0011767,JT3320125,S,단리,12,3.7,3.7
030300,202410,0011767,JT3320125,S,단리,24,2.25,2.25
030300,202410,0011767,JT3320125,S,단리,36,2.25,2.25
030300,202410,0011767,JT3320125,M,복리,1,1.85,1.85
030300,202410,0011767,JT3320125,M,복리,3,1.85,1.85
030300,202410,0011767,JT3320125,M,복리,6,3.95,3.95
030300,202410,0011767,JT3320125,M,복리,12,3.7,3.7
030300,202410,0011767,JT3320125,M,복리,24,2.25,2.25
030300,202410,0011767,JT3320125,M,복리,36,2.25,2.25
030300,202410,0011767,JT3320127,S,단리,12,3.7,3.7
030300,202410,0011767,JT3320127,M,복리,12,3.7,3.7
030300,202410,0011767,JT3320128,S,단리,12,3.7,3.7
030300,202410,0011767,JT3320128,M,복리,12,3.7,3.7
030300,202410,0012120,240032,S,단리,1,1.5,1.5
030300,202410,0012120,240032,S,단리,3,1.5,1.5
030300,202410,0012120,240032,S,단리,6,3.15,3.15
030300,202410,0012120,240032,S,단리,12,3.5,3.5
030300,202410,0012120,240032,S,단리,24,3.25,3.25
030300,202410,0012120,240032,S,단리,36,3.25,3.25
030300,202410,0012120,240032,M,복리,1,1.5,1.5
030300,202410,0012120,240032,M,복리,3,1.5,1.5
030300,202410,0012120,240032,M,복리,6,3.15,3.15
030300,202410,0012120,240032,M,복리,12,3.5,3.5
030300,202410,0012120,240032,M,복리,24,3.25,3.25
030300,202410,0012120,240032,M,복리,36,3.25,3.25
030300,202410,0012120,240038,S,단리,1,1.5,1.5
030300,202410,0012120,240038,S,단리,3,1.5,1.5
030300,202410,0012120,240038,S,단리,6,3.15,3.15
030300,202410,0012120,240038,S,단리,12,3.5,3.5
030300,202410,0012120,240038,S,단리,24,3.25,3.25
030300,202410,0012120,240038,S,단리,36,3.25,3.25
030300,202410,0012120,240038,M,복리,1,1.5,1.5
030300,202410,0012120,240038,M,복리,3,1.5,1.5
030300,202410,0012120,240038,M,복리,6,3.15,3.15
030300,202410,0012120,240038,M,복리,12,3.5,3.5
030300,202410,0012120,240038,M,복리,24,3.25,3.25
030300,202410,0012120,240038,M,복리,36,3.25,3.25
030300,202410,0012711,24002,S,단리,1,2.0,2.0
030300,202410,0012711,24002,S,단리,3,2.0,2.0
030300,202410,0012711,24002,S,단리,6,2.4,2.4
030300,202410,0012711,24002,S,단리,12,3.2,3.2
030300,202410,0012711,24002,S,단리,24,2.5,2.5
030300,202410,0012711,24002,S,단리,36,2.5,2.5
030300,202410,0012711,24002,M,복리,1,2.0,2.0
030300,202410,0012711,24002,M,복리,3,2.0,2.0
030300,202410,0012711,24002,M,복리,6,2.4,2.4
030300,202410,0012711,24002,M,복리,12,3.2,3.2
030300,202410,0012711,24002,M,복리,24,2.5,2.5
030300,202410,0012711,24002,M,복리,36,2.5,2.5
030300,202410,0012711,24031,S,단리,36,3.3,3.3
030300,202410,0012711,24031,M,복리,36,3.3,3.3
030300,202410,0012711,24502,S,단리,1,2.1,2.1
030300,202410,0012711,24502,S,단리,3,2.1,2.1
030300,202410,0012711,24502,S,단리,6,2.5,2.5
030300,202410,0012711,24502,S,단리,12,3.4,3.4
030300,202410,0012711,24502,S,단리,24,2.6,2.6
030300,202410,0012711,24502,S,단리,36,2.6,2.6
030300,202410,0012711,24502,M,복리,1,2.1,2.1
030300,202410,0012711,24502,M,복리,3,2.1,2.1
030300,202410,0012711,24502,M,복리,6,2.5,2.5
030300,202410,0012711,24502,M,복리,12,3.4,3.4
030300,202410,0012711,24502,M,복리,24,2.6,2.6
030300,202410,0012711,24502,M,복리,36,2.6,2.6
030300,202410,0012840,TD,S,단리,3,2.0,2.0
030300,202410,0012840,TD,S,단리,6,3.0,3.0
030300,202410,0012840,TD,S,단리,12,3.5,3.5
030300,202410,0012840,TD,S,단리,24,3.2,3.2
030300,202410,0012840,TD,S,단리,36,3.2,3.2
030300,202410,0012840,TD,M,복리,3,2.0,2.0
030300,202410,0012840,TD,M,복리,6,3.0,3.0
030300,202410,0012840,TD,M,복리,12,3.5,3.5
030300,202410,0012840,TD,M,복리,24,3.2,3.2
030300,202410,0012840,TD,M,복리,36,3.2,3.2
030300,202410,0012840,TD07 TB07,S,단리,3,2.0,2.0
030300,202410,0012840,TD07 TB07,S,단리,6,3.0,3.0
030300,202410,0012840,TD07 TB07,S,단리,12,3.5,3.5
030300,202410,0012840,TD07 TB07,S,단리,24,3.2,3.2
030300,202410,0012840,TD07 TB07,S,단리,36,3.2,3.2
030300,202410,0012840,TD07 TB07,M,복리,3,2.0,2.0
030300,202410,0012840,TD07 TB07,M,복리,6,3.0,3.0
030300,202410,0012840,TD07 TB07,M,복리,12,3.5,3.5
030300,202410,0012840,TD07 TB07,M,복리,24,3.2,3.2
030300,202410,0012840,TD07 TB07,M,복리,36,3.2,3.2
030300,202410,0012840,TD21,S,단리,12,3.5,3.5
030300,202410,0012840,TD21,S,단리,24,3.2,3.2
030300,202410,0012840,TD21,S,단리,36,3.2,3.2
030300,202410,0012840,TD21,M,복리,12,3.5,3.5
030300,202410,0012840,TD21,M,복리,24,3.2,3.2
030300,202410,0012840,TD21,M,복리,36,3.2,3.2
030300,202410,0012840,TD22,S,단리,12,3.5,3.5
030300,202410,0012840,TD22,S,단리,24,3.2,3.2
030300,202410,0012840,TD22,S,단리,36,3.2,3.2
030300,202410,0012840,TD22,M,복리,12,3.5,3.5
030300,202410,0012840,TD22,M,복리,24,3.2,3.2
030300,202410,0012840,TD22,M,복리,36,3.2,3.2
030300,202410,0012840,TD31,S,단리,12,3.61,3.61
030300,202410,0012840,TD31,M,복리,12,3.61,3.61
030300,202410,0012840,TD33,S,단리,12,3.61,3.61
030300,202410,0012840,TD33,M,복리,12,3.61,3.61
030300,202410,0012889,240066,S,단리,1,1.9,1.9
030300,202410,0012889,240066,S,단리,3,2.0,2.0
030300,202410,0012889,240066,S,단리,6,3.41,3.41
030300,202410,0012889,240066,S,단리,12,3.41,3.41
030300,202410,0012889,240066,S,단리,24,2.7,2.7
030300,202410,0012889,240066,S,단리,36,2.7,2.7
030300,202410,0012889,240066,M,복리,1,1.9,1.9
030300,202410,0012889,240066,M,복리,3,2.0,2.0
030300,202410,0012889,240066,M,복리,6,3.41,3.41
030300,202410,0012889,240066,M,복리,12,3.41,3.41
030300,202410,0012889,240066,M,복리,24,2.7,2.7
030300,202410,0012889,240066,M,복리,36,2.7,2.7
030300,202410,0012889,240071,S,단리,1,1.9,1.9
030300,202410,0012889,240071,S,단리,3,2.0,2.0
030300,202410,0012889,240071,S,단리,6,3.41,3.41
030300,202410,0012889,240071,S,단리,12,3.41,3.41
030300,202410,0012889,240071,S,단리,24,2.7,2.7
030300,202410,0012889,240071,S,단리,36,2.7,2.7
030300,202410,0012889,240071,M,복리,1,1.9,1.9
030300,202410,0012889,240071,M,복리,3,2.0,2.0
030300,202410,0012889,240071,M,복리,6,3.41,3.41
030300,202410,0012889,240071,M,복리,12,3.41,3.41
030300,202410,0012889,240071,M,복리,24,2.7,2.7
030300,202410,0012889,240071,M,복리,36,2.7,2.7
030300,202410,0012889,240074,S,단리,12,3.51,3.51
030300,202410,0012889,240074,M,복리,12,3.51,3.51
030300,202410,0012889,240076,S,단리,12,3.51,3.51
030300,202410,0012889,240076,M,복리,12,3.51,3.51
030300,202410,0012889,240083,S,단리,12,3.51,3.51
030300,202410,0012889,240083,M,복리,12,3.51,3.51
030300,202410,0013002,BNK1001,S,단리,1,1.9,1.9
030300,202410,0013002,BNK1001,S,단리,3,2.2,2.2
030300,202410,0013002,BNK1001,S,단리,6,3.3,3.3
030300,202410,0013002,BNK1001,S,단리,12,3.5,3.5
030300,202410,0013002,BNK1001,S,단리,24,2.8,2.8
030300,202410,0013002,BNK1001,S,단리,36,2.6,2.6
030300,202410,0013002,BNK1001,M,복리,1,1.9,1.9
030300,202410,0013002,BNK1001,M,복리,3,2.2,2.2
030300,202410,0013002,BNK1001,M,복리,6,3.3,3.3
030300,202410,0013002,BNK1001,M,복리,12,3.5,3.5
030300,202410,0013002,BNK1001,M,복리,24,2.8,2.8
030300,202410,0013002,BNK1001,M,복리,36,2.6,2.6
030300,202410,0013002,BNK1003,S,단리,12,3.6,3.6
030300,202410,0013002,BNK1003,M,복리,12,3.6,3.6
030300,202410,0013002,BNK1005,S,단리,1,2.0,2.0
030300,202410,0013002,BNK1005,S,단리,3,2.3,2.3
030300,202410,0013002,BNK1005,S,단리,6,3.4,3.4
030300,202410,0013002,BNK1005,S,단리,12,3.6,3.6
030300,202410,0013002,BNK1005,S,단리,24,2.9,2.9
030300,202410,0013002,BNK1005,S,단리,36,2.7,2.7
030300,202410,0013002,BNK1005,M,복리,1,2.0,2.0
030300,202410,0013002,BNK1005,M,복리,3,2.3,2.3
030300,202410,0013002,BNK1005,M,복리,6,3.4,3.4
030300,202410,0013002,BNK1005,M,복리,12,3.6,3.6
030300,202410,0013002,BNK1005,M,복리,24,2.9,2.9
030300,202410,0013002,BNK1005,M,복리,36,2.7,2.7
030300,202410,0013127,240000,S,단리,3,2.3,2.4
030300,202410,0013127,240000,S,단리,6,2.4,2.5
030300,202410,0013127,240000,S,단리,12,3.3,3.4
030300,202410,0013127,240000,S,단리,24,2.9,3.0
030300,202410,0013127,240000,S,단리,36,2.4,2.5
030300,202410,0013127,240000,M,복리,3,2.3,2.4
030300,202410,0013127,240000,M,복리,6,2.4,2.5
030300,202410,0013127,240000,M,복리,12,3.3,3.4
030300,202410,0013127,240000,M,복리,24,2.9,3.0
030300,202410,0013127,240000,M,복리,36,2.4,2.5
030300,202410,0013127,240001,S,단리,3,2.4,2.4
030300,202410,0013127,240001,S,단리,6,2.5,2.5
030300,202410,0013127,240001,S,단리,12,3.4,3.4
030300,202410,0013127,240001,S,단리,24,3.0,3.0
030300,202410,0013127,240001,S,단리,36,2.5,2.5
030300,202410,0013127,240001,M,복리,3,2.4,2.4
030300,202410,0013127,240001,M,복리,6,2.5,2.5
030300,202410,0013127,240001,M,복리,12,3.4,3.4
030300,202410,0013127,240001,M,복리,24,3.0,3.0
030300,202410,0013127,240001,M,복리,36,2.5,2.5
030300,202410,0013127,240002,S,단리,12,3.4,3.5
030300,202410,0013127,240002,M,복리,12,3.4,3.5
030300,202410,0013127,240003,S,단리,12,3.5,3.5
030300,202410,0013127,240003,M,복리,12,3.5,3.5
030300,202410,0013166,240001,S,단리,1,1.1,1.2
030300,202410,0013166,240001,S,단리,3,2.8,2.9
030300,202410,0013166,240001,S,단리,6,3.0,3.1
030300,202410,0013166,240001,S,단리,12,3.1,3.2
030300,202410,0013166,240001,S,단리,24,2.9,3.0
030300,202410,0013166,240001,S,단리,36,2.9,3.0
030300,202410,0013166,240001,M,복리,1,1.1,1.2
030300,202410,0013166,240001,M,복리,3,2.8,2.9
030300,202410,0013166,240001,M,복리,6,3.0,3.1
030300,202410,0013166,240001,M,복리,12,3.1,3.2
030300,202410,0013166,240001,M,복리,24,2.9,3.0
030300,202410,0013166,240001,M,복리,36,2.9,3.0
030300,202410,0013166,240002,S,단리,1,1.2,1.2
030300,202410,0013166,240002,S,단리,3,2.9,2.9
030300,202410,0013166,240002,S,단리,6,3.1,3.1
030300,202410,0013166,240002,S,단리,12,3.2,3.2
030300,202410,0013166,240002,S,단리,24,3.0,3.0
030300,202410,0013166,240002,M,복리,1,1.2,1.2
030300,202410,0013166,240002,M,복리,3,2.9,2.9
030300,202410,0013166,240002,M,복리,6,3.1,3.1
030300,202410,0013166,240002,M,복리,12,3.2,3.2
030300,202410,0013166,240002,M,복리,24,3.0,3.0
030300,202410,0013166,240006,S,단리,12,3.3,3.3
030300,202410,0013166,240006,M,복리,12,3.3,3.3
030300,202410,0013166,240007,S,단리,12,3.2,3.2
030300,202410,0013166,240007,M,복리,12,3.2,3.2
030300,202410,0013308,240059,S,단리,12,3.6,3.6
030300,202410,0013308,240059,M,복리,12,3.6,3.6
030300,202410,0013308,240074,S,단리,12,3.7,3.7
030300,202410,0013308,240074,M,복리,12,3.7,3.7
030300,202410,0013308,JTCSB240001,S,단리,1,1.3,1.3
030300,202410,0013308,JTCSB240001,S,단리,3,1.3,1.3
030300,202410,0013308,JTCSB240001,S,단리,6,3.5,3.5
030300,202410,0013308,JTCSB240001,S,단리,12,3.5,3.5
030300,202410,0013308,JTCSB240001,S,단리,24,2.5,2.5
030300,202410,0013308,JTCSB240001,S,단리,36,2.5,2.5
030300,202410,0013308,JTCSB240001,M,복리,1,1.3,1.3
030300,202410,0013308,JTCSB240001,M,복리,3,1.3,1.3
030300,202410,0013308,JTCSB240001,M,복리,6,3.5,3.5
030300,202410,0013308,JTCSB240001,M,복리,12,3.5,3.5
030300,202410,0013308,JTCSB240001,M,복리,24,2.5,2.5
030300,202410,0013308,JTCSB240001,M,복리,36,2.5,2.5
030300,202410,0013308,JTCSB240060,S,단리,1,1.3,1.3
030300,202410,0013308,JTCSB240060,S,단리,3,1.3,1.3
030300,202410,0013308,JTCSB240060,S,단리,6,3.6,3.6
030300,202410,0013308,JTCSB240060,S,단리,12,3.6,3.6
030300,202410,0013308,JTCSB240060,S,단리,24,2.6,2.6
030300,202410,0013308,JTCSB240060,S,단리,36,2.6,2.6
030300,202410,0013308,JTCSB240060,M,복리,1,1.3,1.3
030300,202410,0013308,JTCSB240060,M,복리,3,1.3,1.3
030300,202410,0013308,JTCSB240060,M,복리,6,3.6,3.6
030300,202410,0013308,JTCSB240060,M,복리,12,3.6,3.6
030300,202410,0013308,JTCSB240060,M,복리,24,2.6,2.6
030300,202410,0013308,JTCSB240060,M,복리,36,2.6,2.6
030300,202410,0013313,24000,S,단리,3,2.9,2.9
030300,202410,0013313,24000,S,단리,6,3.0,3.0
030300,202410,0013313,24000,S,단리,12,3.4,3.4
030300,202410,0013313,24000,S,단리,24,1.8,1.8
030300,202410,0013313,24000,S,단리,36,1.8,1.8
030300,202410,0013313,24000,M,복리,3,2.9,2.9
030300,202410,0013313,24000,M,복리,6,3.0,3.0
030300,202410,0013313,24000,M,복리,12,3.4,3.4
030300,202410,0013313,24000,M,복리,24,1.8,1.8
030300,202410,0013313,24000,M,복리,36,1.8,1.8
030300,202410,0013313,24002,S,단리,12,3.5,3.5
030300,202410,0013313,24002,M,복리,12,3.5,3.5
030300,202410,0013313,24010,S,단리,3,2.9,2.9
030300,202410,0013313,24010,S,단리,6,3.0,3.0
030300,202410,0013313,24010,S,단리,12,3.4,3.4
030300,202410,0013313,24010,S,단리,24,1.8,1.8
030300,202410,0013313,24010,S,단리,36,1.8,1.8
030300,202410,0013313,24010,M,복리,3,2.9,2.9
030300,202410,0013313,24010,M,복리,6,3.0,3.0
030300,202410,0013313,24010,M,복리,12,3.4,3.4
030300,202410,0013313,24010,M,복리,24,1.8,1.8
030300,202410,0013313,24010,M,복리,36,1.8,1.8
030300,202410,0013313,24017,S,단리,12,3.5,3.5
030300,202410,0013313,24017,M,복리,12,3.5,3.5
030300,202410,0013313,24110,S,단리,3,2.9,2.9
030300,202410,0013313,24110,S,단리,6,3.0,3.0
030300,202410,0013313,24110,S,단리,12,3.4,3.4
030300,202410,0013313,24110,S,단리,24,1.8,1.8
030300,202410,0013313,24110,S,단리,36,1.8,1.8
030300,202410,0013313,24110,M,복리,3,2.9,2.9
030300,202410,0013313,24110,M,복리,6,3.0,3.0
030300,202410,0013313,24110,M,복리,12,3.4,3.4
030300,202410,0013313,24110,M,복리,24,1.8,1.8
030300,202410,0013313,24110,M,복리,36,1.8,1.8
030300,202410,0013313,24117,S,단리,12,3.5,3.5
030300,202410,0013313,24117,M,복리,12,3.5,3.5
030300,202410,0013350,1120241001,S,단리,1,0.5,0.5
030300,202410,0013350,1120241001,S,단리,3,1.3,1.3
030300,202410,0013350,1120241001,S,단리,6,2.5,2.5
030300,202410,0013350,1120241001,S,단리,12,3.45,3.45
030300,202410,0013350,1120241001,S,단리,24,3.0,3.0
030300,202410,0013350,1120241001,S,단리,36,3.0,3.0
030300,202410,0013350,1120241001,M,복리,1,0.5,0.5
030300,202410,0013350,1120241001,M,복리,3,1.3,1.3
030300,202410,0013350,1120241001,M,복리,6,2.5,2.5
030300,202410,0013350,1120241001,M,복리,12,3.45,3.45
030300,202410,0013350,1120241001,M,복리,24,3.0,3.0
030300,202410,0013350,1120241001,M,복리,36,3.0,3.0
030300,202410,0013350,1120241011,S,단리,36,3.45,3.45
030300,202410,0013350,1120241011,M,복리,36,3.45,3.45
030300,202410,0013350,1120242001,S,단리,1,0.5,0.5
030300,202410,0013350,1120242001,S,단리,3,1.3,1.3
030300,202410,0013350,1120242001,S,단리,6,2.5,2.5
030300,202410,0013350,1120242001,S,단리,12,3.45,3.45
030300,202410,0013350,1120242001,S,단리,24,3.0,3.0
030300,202410,0013350,1120242001,S,단리,36,3.0,3.0
030300,202410,0013350,1120242001,M,복리,1,0.5,0.5
030300,202410,0013350,1120242001,M,복리,3,1.3,1.3
030300,202410,0013350,1120242001,M,복리,6,2.5,2.5
030300,202410,0013350,1120242001,M,복리,12,3.45,3.45
030300,202410,0013350,1120242001,M,복리,24,3.0,3.0
030300,202410,0013350,1120242001,M,복리,36,3.0,3.0
030300,202410,0013350,1120242003,S,단리,36,3.45,3.45
030300,202410,0013350,1120242003,M,복리,36,3.45,3.45
030300,202410,0013350,1120243002,S,단리,1,0.5,0.5
030300,202410,0013350,1120243002,S,단리,3,1.3,1.3
030300,202410,0013350,1120243002,S,단리,6,2.5,2.5
030300,202410,0013350,1120243002,S,단리,12,3.45,3.45
030300,202410,0013350,1120243002,S,단리,24,3.0,3.0
030300,202410,0013350,1120243002,S,단리,36,3.0,3.0
030300,202410,0013350,1120243002,M,복리,1,0.5,0.5
030300,202410,0013350,1120243002,M,복리,3,1.3,1.3
030300,202410,0013350,1120243002,M,복리,6,2.5,2.5
030300,202410,0013350,1120243002,M,복리,12,3.45,3.45
030300,202410,0013350,1120243002,M,복리,24,3.0,3.0
030300,202410,0013350,1120243002,M,복리,36,3.0,3.0
030300,202410,0013350,1120243003,S,단리,36,3.45,3.45
030300,202410,0013350,1120243003,M,복리,36,3.45,3.45
030300,202410,0013351,240062,S,단리,3,2.0,2.0
030300,202410,0013351,240062,S,단리,6,3.41,3.41
030300,202410,0013351,240062,S,단리,12,3.51,3.51
030300,202410,0013351,240062,S,단리,24,2.5,2.5
030300,202410,0013351,240062,S,단리,36,2.5,2.5
030300,202410,0013351,240062,M,복리,3,2.0,2.0
030300,202410,0013351,240062,M,복리,6,3.41,3.41
030300,202410,0013351,240062,M,복리,12,3.51,3.51
030300,202410,0013351,240062,M,복리,24,2.5,2.5
030300,202410,0013351,240062,M,복리,36,2.5,2.5
030300,202410,0013351,240067,S,단리,3,2.0,2.0
030300,202410,0013351,240067,S,단리,6,3.51,3.51
030300,202410,0013351,240067,S,단리,12,3.61,3.61
030300,202410,0013351,240067,S,단리,24,2.5,2.5
030300,202410,0013351,240067,S,단리,36,2.5,2.5
030300,202410,0013351,240067,M,복리,3,2.0,2.0
030300,202410,0013351,240067,M,복리,6,3.51,3.51
030300,202410,0013351,240067,M,복리,12,3.61,3.61
030300,202410,0013351,240067,M,복리,24,2.5,2.5
030300,202410,0013351,240067,M,복리,36,2.5,2.5
030300,202410,0013351,240070,S,단리,12,3.61,3.61
030300,202410,0013351,240070,S,단리,24,3.61,3.61
030300,202410,0013351,240070,S,단리,36,3.61,3.61
030300,202410,0013351,240070,M,복리,12,3.61,3.61
030300,202410,0013351,240070,M,복리,24,3.61,3.61
030300,202410,0013351,240070,M,복리,36,3.61,3.61
030300,202410,0013351,240071,S,단리,12,3.71,3.71
030300,202410,0013351,240071,S,단리,24,3.71,3.71
030300,202410,0013351,240071,S,단리,36,3.71,3.71
030300,202410,0013351,240071,M,복리,12,3.71,3.71
030300,202410,0013351,240071,M,복리,24,3.71,3.71
030300,202410,0013351,240071,M,복리,36,3.71,3.71
030300,202410,0013351,240097,S,단리,12,3.71,3.71
030300,202410,0013351,240097,S,단리,24,3.71,3.71
030300,202410,0013351,240097,S,단리,36,3.71,3.71
030300,202410,0013351,240097,M,복리,12,3.71,3.71
030300,202410,0013351,240097,M,복리,24,3.71,3.71
030300,202410,0013351,240097,M,복리,36,3.71,3.71
030300,202410,0013351,240099,S,단리,6,3.61,3.61
030300,202410,0013351,240099,S,단리,12,3.61,3.61
030300,202410,0013351,240099,S,단리,24,3.61,3.61
030300,202410,0013351,240099,S,단리,36,3.61,3.61
030300,202410,0013351,240099,M,복리,6,3.61,3.61
030300,202410,0013351,240099,M,복리,12,3.61,3.61
030300,202410,0013351,240099,M,복리,24,3.61,3.61
030300,202410,0013351,240099,M,복리,36,3.61,3.61
