topFinGrpNo,dcls_month,fin_co_no,fin_prdt_cd,intr_rate_type,intr_rate_type_nm,save_trm,intr_rate,intr_rate2
030300,202410,0010527,240012,S,단리,24,3.0,3.0
030300,202410,0010527,240012,S,단리,36,3.0,3.0
030300,202410,0010527,240012,M,복리,1,1.2,1.2
030300,202410,0010527,240012,M,복리,3,2.0,2.0
030300,202410,0010527,240012,M,복리,6,3.2,3.2
030300,202410,0010527,240012,M,복리,12,3.7,3.7
030300,202410,0010527,240012,M,복리,24,3.0,3.0
030300,202410,0010527,240012,M,복리,36,3.0,3.0
030300,202410,0010527,240014,S,단리,1,1.2,1.2
030300,202410,0010527,240014,S,단리,3,2.0,2.0
030300,202410,0010527,240014,S,단리,6,3.2,3.2
030300,202410,0010527,240014,S,단리,12,3.6,3.6
030300,202410,0010527,240014,S,단리,24,3.0,3.0
030300,202410,0010527,240014,S,단리,36,3.0,3.0
030300,202410,0010527,240014,M,복리,1,1.2,1.2
030300,202410,0010527,240014,M,복리,3,2.0,2.0
030300,202410,0010527,240014,M,복리,6,3.2,3.2
030300,202410,0010527,240014,M,복리,12,3.6,3.6
030300,202410,0010527,240014,M,복리,24,3.0,3.0
030300,202410,0010527,240014,M,복리,36,3.0,3.0
030300,202410,0010528,240001,S,단리,1,0.2,0.2
030300,202410,0010528,240001,S,단리,3,1.3,1.3
030300,202410,0010528,240001,S,단리,6,3.5,3.5
030300,202410,0010528,240001,S,단리,12,3.7,3.7
030300,202410,0010528,240001,S,단리,24,3.5,3.5
030300,202410,0010528,240001,M,복리,1,0.2,0.2
030300,202410,0010528,240001,M,복리,3,1.3,1.3
030300,202410,0010528,240001,M,복리,6,3.5,3.5
030300,202410,0010528,240001,M,복리,12,3.7,3.7
030300,202410,0010528,240001,M,복리,24,3.5,3.5
030300,202410,0010528,241003,S,단리,1,0.2,0.2
030300,202410,0010528,241003,S,단리,3,1.3,1.3
030300,202410,0010528,241003,S,단리,6,3.5,3.5
030300,202410,0010528,241003,S,단리,12,3.6,3.6
030300,202410,0010528,241003,M,복리,1,0.2,0.2
030300,202410,0010528,241003,M,복리,3,1.3,1.3
030300,202410,0010528,241003,M,복리,6,3.5,3.5
030300,202410,0010528,241003,M,복리,12,3.6,3.6
030300,202410,0010533,24,S,단리,1,2.0,2.0
030300,202410,0010533,24,S,단리,3,2.1,2.1
030300,202410,0010533,24,S,단리,6,2.3,2.3
030300,202410,0010533,24,S,단리,12,3.7,3.7
030300,202410,0010533,24,M,복리,1,2.0,2.0
030300,202410,0010533,24,M,복리,3,2.1,2.1
030300,202410,0010533,24,M,복리,6,2.3,2.3
030300,202410,0010533,24,M,복리,12,3.7,3.7
030300,202410,0010533,240007,S,단리,1,1.8,1.8
030300,202410,0010533,240007,S,단리,3,2.0,2.0
030300,202410,0010533,240007,S,단리,6,2.25,2.25
030300,202410,0010533,240007,S,단리,12,3.5,3.5
030300,202410,0010533,240007,M,복리,1,1.8,1.8
030300,202410,0010533,240007,M,복리,3,2.0,2.0
030300,202410,0010533,240007,M,복리,6,2.25,2.25
030300,202410,0010533,240007,M,복리,12,3.5,3.5
030300,202410,0010534,WR0001A,S,단리,1,1.2,1.2
030300,202410,0010534,WR0001A,S,단리,3,1.5,1.5
030300,202410,0010534,WR0001A,S,단리,6,3.75,3.75
030300,202410,0010534,WR0001A,S,단리,12,3.75,3.75
030300,202410,0010534,WR0001A,S,단리,24,3.3,3.3
030300,202410,0010534,WR0001A,S,단리,36,3.3,3.3
030300,202410,0010534,WR0001A,M,복리,1,1.2,1.2
030300,202410,0010534,WR0001A,M,복리,3,1.5,1.5
030300,202410,0010534,WR0001A,M,복리,6,3.75,3.75
030300,202410,0010534,WR0001A,M,복리,12,3.75,3.75
030300,202410,0010534,WR0001A,M,복리,24,3.3,3.3
030300,202410,0010534,WR0001A,M,복리,36,3.3,3.3
030300,202410,0010534,WR0001J,S,단리,1,1.2,1.2
030300,202410,0010534,WR0001J,S,단리,3,1.5,1.5
030300,202410,0010534,WR0001J,S,단리,6,3.7,3.7
030300,202410,0010534,WR0001J,S,단리,12,3.7,3.7
030300,202410,0010534,WR0001J,S,단리,24,3.3,3.3
030300,202410,0010534,WR0001J,S,단리,36,3.3,3.3
030300,202410,0010534,WR0001J,M,복리,1,1.2,1.2
030300,202410,0010534,WR0001J,M,복리,3,1.5,1.5
030300,202410,0010534,WR0001J,M,복리,6,3.7,3.7
030300,202410,0010534,WR0001J,M,복리,12,3.7,3.7
030300,202410,0010534,WR0001J,M,복리,24,3.3,3.3
030300,202410,0010534,WR0001J,M,복리,36,3.3,3.3
030300,202410,0010534,WR0001M,S,단리,1,1.2,1.2
030300,202410,0010534,WR0001M,S,단리,3,1.5,1.5
030300,202410,0010534,WR0001M,S,단리,6,3.7,3.7
030300,202410,0010534,WR0001M,S,단리,12,3.7,3.7
030300,202410,0010534,WR0001M,S,단리,24,3.3,3.3
030300,202410,0010534,WR0001M,S,단리,36,3.3,3.3
030300,202410,0010534,WR0001M,M,복리,1,1.2,1.2
030300,202410,0010534,WR0001M,M,복리,3,1.5,1.5
030300,202410,0010534,WR0001M,M,복리,6,3.7,3.7
030300,202410,0010534,WR0001M,M,복리,12,3.7,3.7
030300,202410,0010534,WR0001M,M,복리,24,3.3,3.3
030300,202410,0010534,WR0001M,M,복리,36,3.3,3.3
030300,202410,0010537,240001,S,단리,1,1.5,1.5
030300,202410,0010537,240001,S,단리,3,2.0,2.0
030300,202410,0010537,240001,S,단리,6,3.75,3.75
030300,202410,0010537,240001,S,단리,12,3.65,3.65
030300,202410,0010537,240001,S,단리,24,2.0,2.0
030300,202410,0010537,240001,S,단리,36,2.0,2.0
030300,202410,0010537,240001,M,복리,1,1.5,1.5
030300,202410,0010537,240001,M,복리,3,2.0,2.0
030300,202410,0010537,240001,M,복리,6,3.75,3.75
030300,202410,0010537,240001,M,복리,12,3.65,3.65
030300,202410,0010537,240001,M,복리,24,2.0,2.0
030300,202410,0010537,240001,M,복리,36,2.0,2.0
030300,202410,0010537,240036,S,단리,1,1.5,1.5
030300,202410,0010537,240036,S,단리,3,2.0,2.0
030300,202410,0010537,240036,S,단리,6,3.75,3.75
030300,202410,0010537,240036,S,단리,12,3.65,3.65
030300,202410,0010537,240036,S,단리,24,2.0,2.0
030300,202410,0010537,240036,S,단리,36,2.0,2.0
030300,202410,0010537,240036,M,복리,1,1.5,1.5
030300,202410,0010537,240036,M,복리,3,2.0,2.0
030300,202410,0010537,240036,M,복리,6,3.75,3.75
030300,202410,0010537,240036,M,복리,12,3.65,3.65
030300,202410,0010537,240036,M,복리,24,2.0,2.0
030300,202410,0010537,240036,M,복리,36,2.0,2.0
030300,202410,0010537,240081,S,단리,1,1.5,1.5
030300,202410,0010537,240081,S,단리,3,2.0,2.0
030300,202410,0010537,240081,S,단리,6,3.75,3.75
030300,202410,0010537,240081,S,단리,12,3.65,3.65
030300,202410,0010537,240081,S,단리,24,2.0,2.0
030300,202410,0010537,240081,S,단리,36,2.0,2.0
030300,202410,0010537,240081,M,복리,1,1.5,1.5
030300,202410,0010537,240081,M,복리,3,2.0,2.0
030300,202410,0010537,240081,M,복리,6,3.75,3.75
030300,202410,0010537,240081,M,복리,12,3.65,3.65
030300,202410,0010537,240081,M,복리,24,2.0,2.0
030300,202410,0010537,240081,M,복리,36,2.0,2.0
030300,202410,0010537,240180,S,단리,12,3.65,3.65
030300,202410,0010537,240180,M,복리,12,3.65,3.65
030300,202410,0010537,240182,S,단리,12,3.65,3.65
030300,202410,0010537,240182,M,복리,12,3.65,3.65
030300,202410,0010537,240184,S,단리,12,3.65,3.65
030300,202410,0010537,240184,M,복리,12,3.65,3.65
030300,202410,0010537,240194,S,단리,12,3.7,3.7
030300,202410,0010537,240194,M,복리,12,3.7,3.7
030300,202410,0010537,240196,S,단리,12,3.7,3.7
030300,202410,0010537,240196,M,복리,12,3.7,3.7
030300,202410,0010537,240198,S,단리,12,3.7,3.7
030300,202410,0010537,240198,M,복리,12,3.7,3.7
030300,202410,0010537,240202,S,단리,12,3.6,3.6
030300,202410,0010537,240202,M,복리,12,3.6,3.6
030300,202410,0010550,240009,S,단리,1,1.5,1.5
030300,202410,0010550,240009,S,단리,3,3.0,3.0
030300,202410,0010550,240009,S,단리,6,3.0,3.0
030300,202410,0010550,240009,S,단리,12,3.55,3.55
030300,202410,0010550,240009,S,단리,24,3.3,3.3
030300,202410,0010550,240009,S,단리,36,2.5,2.5
030300,202410,0010550,240009,M,복리,1,1.5,1.5
030300,202410,0010550,240009,M,복리,3,3.0,3.0
030300,202410,0010550,240009,M,복리,6,3.0,3.0
030300,202410,0010550,240009,M,복리,12,3.55,3.55
030300,202410,0010550,240009,M,복리,24,3.3,3.3
030300,202410,0010550,240009,M,복리,36,2.5,2.5
030300,202410,0010550,240013,S,단리,1,1.5,1.5
030300,202410,0010550,240013,S,단리,3,3.0,3.0
030300,202410,0010550,240013,S,단리,6,3.0,3.0
030300,202410,0010550,240013,S,단리,12,3.45,3.7
030300,202410,0010550,240013,S,단리,24,3.3,3.3
030300,202410,0010550,240013,S,단리,36,2.5,2.5
030300,202410,0010550,240013,M,복리,1,1.5,1.5
030300,202410,0010550,240013,M,복리,3,3.0,3.0
030300,202410,0010550,240013,M,복리,6,3.0,3.0
030300,202410,0010550,240013,M,복리,12,3.45,3.7
030300,202410,0010550,240013,M,복리,24,3.3,3.3
030300,202410,0010550,240013,M,복리,36,2.5,2.5
030300,202410,0010551,240001,S,단리,1,1.5,1.5
030300,202410,0010551,240001,S,단리,3,2.5,2.5
030300,202410,0010551,240001,S,단리,6,3.0,3.0
030300,202410,0010551,240001,S,단리,12,3.6,3.6
030300,202410,0010551,240001,S,단리,24,3.0,3.0
030300,202410,0010551,240001,S,단리,36,3.0,3.0
030300,202410,0010551,240001,M,복리,1,1.5,1.5
030300,202410,0010551,240001,M,복리,3,2.5,2.5
030300,202410,0010551,240001,M,복리,6,3.0,3.0
030300,202410,0010551,240001,M,복리,12,3.6,3.6
030300,202410,0010551,240001,M,복리,24,3.0,3.0
030300,202410,0010551,240001,M,복리,36,3.0,3.0
030300,202410,0010551,240007,S,단리,1,1.5,1.5
030300,202410,0010551,240007,S,단리,3,2.5,2.5
030300,202410,0010551,240007,S,단리,6,3.0,3.0
030300,202410,0010551,240007,S,단리,12,3.6,3.6
030300,202410,0010551,240007,S,단리,24,3.0,3.0
030300,202410,0010551,240007,S,단리,36,3.0,3.0
030300,202410,0010551,240007,M,복리,1,1.5,1.5
030300,202410,0010551,240007,M,복리,3,2.5,2.5
030300,202410,0010551,240007,M,복리,6,3.0,3.0
030300,202410,0010551,240007,M,복리,12,3.6,3.6
030300,202410,0010551,240007,M,복리,24,3.0,3.0
030300,202410,0010551,240007,M,복리,36,3.0,3.0
030300,202410,0010551,240010,S,단리,1,1.5,1.5
030300,202410,0010551,240010,S,단리,3,2.5,2.5
030300,202410,0010551,240010,S,단리,6,3.0,3.0
030300,202410,0010551,240010,S,단리,12,3.6,3.6
030300,202410,0010551,240010,S,단리,24,3.0,3.0
030300,202410,0010551,240010,S,단리,36,3.0,3.0
030300,202410,0010551,240010,M,복리,1,1.5,1.5
030300,202410,0010551,240010,M,복리,3,2.5,2.5
030300,202410,0010551,240010,M,복리,6,3.0,3.0
030300,202410,0010551,240010,M,복리,12,3.6,3.6
030300,202410,0010551,240010,M,복리,24,3.0,3.0
030300,202410,0010551,240010,M,복리,36,3.0,3.0
030300,202410,0010553,240004,S,단리,1,0.9,0.9
030300,202410,0010553,240004,S,단리,3,1.7,1.7
030300,202410,0010553,240004,S,단리,6,2.4,2.4
030300,202410,0010553,240004,S,단리,12,3.3,3.3
030300,202410,0010553,240004,S,단리,24,3.7,3.7
030300,202410,0010553,240004,S,단리,36,3.0,3.0
030300,202410,0010553,240004,M,복리,1,0.9,0.9
030300,202410,0010553,240004,M,복리,3,1.7,1.7
030300,202410,0010553,240004,M,복리,6,2.4,2.4
030300,202410,0010553,240004,M,복리,12,3.3,3.3
030300,202410,0010553,240004,M,복리,24,3.7,3.7
030300,202410,0010553,240004,M,복리,36,3.0,3.0
030300,202410,0010556,240008,S,단리,1,1.0,1.0
030300,202410,0010556,240008,S,단리,3,1.0,1.0
030300,202410,0010556,240008,S,단리,6,3.0,3.0
030300,202410,0010556,240008,S,단리,12,3.5,3.5
030300,202410,0010556,240008,S,단리,24,2.8,2.8
030300,202410,0010556,240008,S,단리,36,2.8,2.8
030300,202410,0010556,240008,M,복리,1,1.0,1.0
030300,202410,0010556,240008,M,복리,3,1.0,1.0
030300,202410,0010556,240008,M,복리,6,3.0,3.0
030300,202410,0010556,240008,M,복리,12,3.5,3.5
030300,202410,0010556,240008,M,복리,24,2.8,2.8
030300,202410,0010556,240008,M,복리,36,2.8,2.8
030300,202410,0010556,240010,S,단리,6,3.7,3.7
030300,202410,0010556,240010,S,단리,12,3.6,3.6
030300,202410,0010556,240010,M,복리,6,3.7,3.7
030300,202410,0010556,240010,M,복리,12,3.6,3.6
030300,202410,0010556,240013,S,단리,6,3.7,3.7
030300,202410,0010556,240013,S,단리,12,3.6,3.6
030300,202410,0010556,240013,M,복리,6,3.7,3.7
030300,202410,0010556,240013,M,복리,12,3.6,3.6
030300,202410,0010556,380001,S,단리,6,1.0,1.0
030300,202410,0010556,380001,S,단리,12,1.6,1.6
030300,202410,0010556,380001,S,단리,24,1.6,1.6
030300,202410,0010556,380001,S,단리,36,1.6,1.6
030300,202410,0010560,C614001,S,단리,1,2.5,2.5
030300,202410,0010560,C614001,S,단리,3,2.5,2.5
030300,202410,0010560,C614001,S,단리,6,3.0,3.0
030300,202410,0010560,C614001,S,단리,12,3.6,3.6
030300,202410,0010560,C614001,S,단리,24,3.0,3.0
030300,202410,0010560,C614001,M,복리,1,2.5,2.5
030300,202410,0010560,C614001,M,복리,3,2.5,2.5
030300,202410,0010560,C614001,M,복리,6,3.0,3.0
030300,202410,0010560,C614001,M,복리,12,3.6,3.6
030300,202410,0010560,C614001,M,복리,24,3.0,3.0
030300,202410,0010560,C614002,S,단리,1,2.5,2.5
030300,202410,0010560,C614002,S,단리,3,2.5,2.5
030300,202410,0010560,C614002,S,단리,6,3.0,3.0
030300,202410,0010560,C614002,S,단리,12,3.6,3.6
030300,202410,0010560,C614002,S,단리,24,3.0,3.0
030300,202410,0010560,C614002,M,복리,1,2.5,2.5
030300,202410,0010560,C614002,M,복리,3,2.5,2.5
030300,202410,0010560,C614002,M,복리,6,3.0,3.0
030300,202410,0010560,C614002,M,복리,12,3.6,3.6
030300,202410,0010560,C614002,M,복리,24,3.0,3.0
030300,202410,0010560,C614003,S,단리,1,2.5,2.5
030300,202410,0010560,C614003,S,단리,3,2.5,2.5
030300,202410,0010560,C614003,S,단리,6,3.0,3.0
030300,202410,0010560,C614003,S,단리,12,3.6,3.6
030300,202410,0010560,C614003,S,단리,24,3.0,3.0
030300,202410,0010560,C614003,M,복리,1,2.5,2.5
030300,202410,0010560,C614003,M,복리,3,2.5,2.5
030300,202410,0010560,C614003,M,복리,6,3.0,3.0
030300,202410,0010560,C614003,M,복리,12,3.6,3.6
030300,202410,0010560,C614003,M,복리,24,3.0,3.0
030300,202410,0010562,240001,S,단리,1,0.5,0.5
030300,202410,0010562,240001,S,단리,3,2.2,2.2
030300,202410,0010562,240001,S,단리,6,3.0,3.0
030300,202410,0010562,240001,S,단리,12,3.45,3.45
030300,202410,0010562,240001,S,단리,24,3.1,3.1
030300,202410,0010562,240001,S,단리,36,2.6,2.6
030300,202410,0010562,240001,M,복리,1,0.5,0.5
030300,202410,0010562,240001,M,복리,3,2.2,2.2
030300,202410,0010562,240001,M,복리,6,3.0,3.0
030300,202410,0010562,240001,M,복리,12,3.45,3.45
030300,202410,0010562,240001,M,복리,24,3.1,3.1
030300,202410,0010562,240001,M,복리,36,2.6,2.6
030300,202410,0010562,240002,S,단리,1,0.5,0.5
030300,202410,0010562,240002,S,단리,3,2.2,2.2
030300,202410,0010562,240002,S,단리,6,3.0,3.0
030300,202410,0010562,240002,S,단리,12,3.45,3.45
030300,202410,0010562,240002,S,단리,24,3.0,3.0
030300,202410,0010562,240002,M,복리,1,0.5,0.5
030300,202410,0010562,240002,M,복리,3,2.2,2.2
030300,202410,0010562,240002,M,복리,6,3.0,3.0
030300,202410,0010562,240002,M,복리,12,3.45,3.45
030300,202410,0010562,240002,M,복리,24,3.0,3.0
030300,202410,0010562,240003,S,단리,12,3.45,3.45
030300,202410,0010562,240003,M,복리,12,3.45,3.45
030300,202410,0010562,240004,S,단리,12,3.45,3.45
030300,202410,0010562,240004,M,복리,12,3.45,3.45
030300,202410,0010562,240005,S,단리,6,3.0,3.0
030300,202410,0010562,240005,M,복리,6,3.0,3.0
030300,202410,0010562,240006,S,단리,6,3.0,3.0
030300,202410,0010562,240006,M,복리,6,3.0,3.0
030300,202410,0010568,240002,S,단리,1,1.5,1.5
030300,202410,0010568,240002,S,단리,3,1.8,1.8
030300,202410,0010568,240002,S,단리,6,2.0,2.0
030300,202410,0010568,240002,S,단리,12,3.2,3.2
030300,202410,0010568,240002,S,단리,24,2.7,2.7
030300,202410,0010568,240002,S,단리,36,2.7,2.7
030300,202410,0010568,240002,M,복리,1,1.5,1.5
030300,202410,0010568,240002,M,복리,3,1.8,1.8
030300,202410,0010568,240002,M,복리,6,2.0,2.0
030300,202410,0010568,240002,M,복리,12,3.24,3.24
030300,202410,0010568,240002,M,복리,24,2.7,2.7
030300,202410,0010568,240002,M,복리,36,2.7,2.7
030300,202410,0010569,240014,S,단리,3,2.2,2.2
030300,202410,0010569,240014,S,단리,6,2.7,2.7
030300,202410,0010569,240014,S,단리,12,3.65,3.65
030300,202410,0010569,240014,S,단리,24,2.5,2.5
030300,202410,0010569,240014,M,복리,3,2.2,2.2
030300,202410,0010569,240014,M,복리,6,2.7,2.7
030300,202410,0010569,240014,M,복리,12,3.65,3.65
030300,202410,0010569,240014,M,복리,24,2.5,2.5
030300,202410,0010569,240016,S,단리,3,2.2,2.2
030300,202410,0010569,240016,S,단리,6,2.7,2.7
030300,202410,0010569,240016,S,단리,12,3.65,3.65
030300,202410,0010569,240016,S,단리,24,2.5,2.5
030300,202410,0010569,240016,M,복리,3,2.2,2.2
030300,202410,0010569,240016,M,복리,6,2.7,2.7
030300,202410,0010569,240016,M,복리,12,3.65,3.65
030300,202410,0010569,240016,M,복리,24,2.5,2.5
030300,202410,0010572,240001,S,단리,1,1.8,1.8
030300,202410,0010572,240001,S,단리,3,2.1,2.1
030300,202410,0010572,240001,S,단리,6,2.6,2.6
030300,202410,0010572,240001,S,단리,12,3.35,3.35
030300,202410,0010572,240001,S,단리,24,2.7,2.7
030300,202410,0010572,240001,M,복리,1,1.8,1.8
030300,202410,0010572,240001,M,복리,3,2.1,2.1
030300,202410,0010572,240001,M,복리,6,2.6,2.6
030300,202410,0010572,240001,M,복리,12,3.35,3.35
030300,202410,0010572,240001,M,복리,24,2.7,2.7
030300,202410,0010572,240007,S,단리,1,1.8,1.8
030300,202410,0010572,240007,S,단리,3,2.1,2.1
030300,202410,0010572,240007,S,단리,6,2.6,2.6
030300,202410,0010572,240007,S,단리,12,3.35,3.35
030300,202410,0010572,240007,S,단리,24,2.7,2.7
030300,202410,0010572,240007,M,복리,1,1.8,1.8
030300,202410,0010572,240007,M,복리,3,2.1,2.1
030300,202410,0010572,240007,M,복리,6,2.6,2.6
030300,202410,0010572,240007,M,복리,12,3.35,3.35
030300,202410,0010572,240007,M,복리,24,2.7,2.7
030300,202410,0010572,240010,S,단리,1,1.8,1.8
030300,202410,0010572,240010,S,단리,3,2.1,2.1
030300,202410,0010572,240010,S,단리,6,2.6,2.6
030300,202410,0010572,240010,S,단리,12,3.35,3.35
030300,202410,0010572,240010,S,단리,24,2.7,2.7
030300,202410,0010572,240010,M,복리,1,1.8,1.8
030300,202410,0010572,240010,M,복리,3,2.1,2.1
030300,202410,0010572,240010,M,복리,6,2.6,2.6
030300,202410,0010572,240010,M,복리,12,3.35,3.35
030300,202410,0010572,240010,M,복리,24,2.7,2.7
030300,202410,0010574,240001,S,단리,1,1.0,1.0
030300,202410,0010574,240001,S,단리,3,2.0,2.0
030300,202410,0010574,240001,S,단리,6,3.5,3.5
030300,202410,0010574,240001,S,단리,12,3.4,3.4
030300,202410,0010574,240001,M,복리,1,1.0,1.0
030300,202410,0010574,240001,M,복리,3,2.0,2.0
030300,202410,0010574,240001,M,복리,6,3.5,3.5
030300,202410,0010574,240001,M,복리,12,3.4,3.4
030300,202410,0010574,240009,S,단리,1,1.1,1.1
030300,202410,0010574,240009,S,단리,3,2.0,2.0
030300,202410,0010574,240009,S,단리,6,3.5,3.5
030300,202410,0010574,240009,S,단리,12,3.4,3.4
030300,202410,0010574,240009,M,복리,1,1.1,1.1
030300,202410,0010574,240009,M,복리,3,2.0,2.0
030300,202410,0010574,240009,M,복리,6,3.5,3.5
030300,202410,0010574,240009,M,복리,12,3.4,3.4
030300,202410,0010574,240016,S,단리,12,3.5,3.5
030300,202410,0010574,240016,M,복리,12,3.5,3.5
030300,202410,0010574,240018,S,단리,12,3.5,3.5
030300,202410,0010574,240018,M,복리,12,3.5,3.5
030300,202410,0010575,JH0001A,S,단리,1,0.8,0.8
030300,202410,0010575,JH0001A,S,단리,3,2.5,2.5
030300,202410,0010575,JH0001A,S,단리,6,3.0,3.0
030300,202410,0010575,JH0001A,S,단리,12,3.5,3.5
030300,202410,0010575,JH0001A,S,단리,24,3.3,3.3
030300,202410,0010575,JH0001A,S,단리,36,3.3,3.3
030300,202410,0010575,JH0001A,M,복리,1,0.8,0.8
030300,202410,0010575,JH0001A,M,복리,3,2.5,2.5
030300,202410,0010575,JH0001A,M,복리,6,3.0,3.0
030300,202410,0010575,JH0001A,M,복리,12,3.5,3.5
030300,202410,0010575,JH0001A,M,복리,24,3.3,3.3
030300,202410,0010575,JH0001A,M,복리,36,3.3,3.3
030300,202410,0010575,JH0002A,S,단리,1,0.8,0.8
030300,202410,0010575,JH0002A,S,단리,3,2.5,2.5
030300,202410,0010575,JH0002A,S,단리,6,3.0,3.0
030300,202410,0010575,JH0002A,S,단리,12,3.5,3.5
030300,202410,0010575,JH0002A,S,단리,24,3.3,3.3
030300,202410,0010575,JH0002A,S,단리,36,3.3,3.3
030300,202410,0010575,JH0002A,M,복리,1,0.8,0.8
030300,202410,0010575,JH0002A,M,복리,3,2.5,2.5
030300,202410,0010575,JH0002A,M,복리,6,3.0,3.0
030300,202410,0010575,JH0002A,M,복리,12,3.5,3.5
030300,202410,0010575,JH0002A,M,복리,24,3.3,3.3
030300,202410,0010575,JH0002A,M,복리,36,3.3,3.3
030300,202410,0010575,JH0003C,S,단리,1,0.8,0.8
030300,202410,0010575,JH0003C,S,단리,3,2.5,2.5
030300,202410,0010575,JH0003C,S,단리,6,3.0,3.0
030300,202410,0010575,JH0003C,S,단리,12,3.3,3.3
030300,202410,0010575,JH0003C,S,단리,24,3.4,3.4
030300,202410,0010575,JH0003C,S,단리,36,3.4,3.4
030300,202410,0010575,JH0003C,M,복리,1,0.8,0.8
030300,202410,0010575,JH0003C,M,복리,3,2.5,2.5
030300,202410,0010575,JH0003C,M,복리,6,3.0,3.0
030300,202410,0010575,JH0003C,M,복리,12,3.3,3.3
030300,202410,0010575,JH0003C,M,복리,24,3.4,3.4
030300,202410,0010575,JH0003C,M,복리,36,3.4,3.4
030300,202410,0010576,240001,S,단리,1,1.0,1.0
030300,202410,0010576,240001,S,단리,3,3.19,3.19
030300,202410,0010576,240001,S,단리,6,3.27,3.27
030300,202410,0010576,240001,S,단리,12,3.34,3.34
030300,202410,0010576,240001,S,단리,24,3.29,3.29
030300,202410,0010576,240001,M,복리,1,1.0,1.0
030300,202410,0010576,240001,M,복리,3,3.19,3.19
030300,202410,0010576,240001,M,복리,6,3.27,3.27
030300,202410,0010576,240001,M,복리,12,3.34,3.34
030300,202410,0010576,240001,M,복리,24,3.29,3.29
030300,202410,0010576,240008,S,단리,1,1.0,1.0
030300,202410,0010576,240008,S,단리,3,3.19,3.19
030300,202410,0010576,240008,S,단리,6,3.27,3.27
030300,202410,0010576,240008,S,단리,12,3.34,3.34
030300,202410,0010576,240008,S,단리,24,3.29,3.29
030300,202410,0010576,240008,M,복리,1,1.0,1.0
030300,202410,0010576,240008,M,복리,3,3.19,3.19
030300,202410,0010576,240008,M,복리,6,3.27,3.27
030300,202410,0010576,240008,M,복리,12,3.34,3.34
030300,202410,0010576,240008,M,복리,24,3.29,3.29
030300,202410,0010576,240011,S,단리,1,1.0,1.0
030300,202410,0010576,240011,S,단리,3,3.19,3.19
030300,202410,0010576,240011,S,단리,6,3.27,3.27
030300,202410,0010576,240011,S,단리,12,3.34,3.34
030300,202410,0010576,240011,S,단리,24,3.29,3.29
030300,202410,0010576,240011,M,복리,1,1.0,1.0
030300,202410,0010576,240011,M,복리,3,3.19,3.19
030300,202410,0010576,240011,M,복리,6,3.27,3.27
030300,202410,0010576,240011,M,복리,12,3.34,3.34
030300,202410,0010576,240011,M,복리,24,3.29,3.29
030300,202410,0010576,240013,S,단리,1,1.0,1.0
030300,202410,0010576,240013,S,단리,3,3.19,3.19
030300,202410,0010576,240013,S,단리,6,3.27,3.27
030300,202410,0010576,240013,S,단리,12,3.34,3.34
030300,202410,0010576,240013,S,단리,24,3.29,3.29
030300,202410,0010576,240013,M,복리,1,1.0,1.0
030300,202410,0010576,240013,M,복리,3,3.19,3.19
030300,202410,0010576,240013,M,복리,6,3.27,3.27
030300,202410,0010576,240013,M,복리,12,3.34,3.34
030300,202410,0010576,240013,M,복리,24,3.29,3.29
030300,202410,0010576,240016,S,단리,1,1.0,1.0
030300,202410,0010576,240016,S,단리,3,3.19,3.19
030300,202410,0010576,240016,S,단리,6,3.27,3.27
030300,202410,0010576,240016,S,단리,12,3.34,3.34
030300,202410,0010576,240016,S,단리,24,3.29,3.29
030300,202410,0010576,240016,M,복리,1,1.0,1.0
030300,202410,0010576,240016,M,복리,3,3.19,3.19
030300,202410,0010576,240016,M,복리,6,3.27,3.27
030300,202410,0010576,240016,M,복리,12,3.34,3.34
030300,202410,0010576,240016,M,복리,24,3.29,3.29
030300,202410,0010576,240021,S,단리,1,1.0,1.0
030300,202410,0010576,240021,S,단리,3,3.19,3.19
030300,202410,0010576,240021,S,단리,6,3.27,3.27
030300,202410,0010576,240021,S,단리,12,3.34,3.34
030300,202410,0010576,240021,S,단리,24,3.29,3.29
030300,202410,0010576,240021,M,복리,1,1.0,1.0
030300,202410,0010576,240021,M,복리,3,3.19,3.19
030300,202410,0010576,240021,M,복리,6,3.27,3.27
030300,202410,0010576,240021,M,복리,12,3.34,3.34
030300,202410,0010576,240021,M,복리,24,3.29,3.29
030300,202410,0010576,240022,S,단리,1,1.0,1.0
030300,202410,0010576,240022,S,단리,3,3.19,3.19
030300,202410,0010576,240022,S,단리,6,3.27,3.27
030300,202410,0010576,240022,S,단리,12,3.34,3.34
030300,202410,0010576,240022,S,단리,24,3.29,3.29
030300,202410,0010576,240022,M,복리,1,1.0,1.0
030300,202410,0010576,240022,M,복리,3,3.19,3.19
030300,202410,0010576,240022,M,복리,6,3.27,3.27
030300,202410,0010576,240022,M,복리,12,3.34,3.34
030300,202410,0010576,240022,M,복리,24,3.29,3.29
030300,202410,0011551,240001,S,단리,1,1.0,1.0
030300,202410,0011551,240001,S,단리,3,3.3,3.3
030300,202410,0011551,240001,S,단리,6,3.4,3.4
030300,202410,0011551,240001,S,단리,12,3.55,3.55
030300,202410,0011551,240001,S,단리,24,2.95,2.95
030300,202410,0011551,240001,S,단리,36,2.9,2.9
030300,202410,0011551,240001,M,복리,1,1.0,1.0
030300,202410,0011551,240001,M,복리,3,3.3,3.3
030300,202410,0011551,240001,M,복리,6,3.4,3.4
